noise_time,LASmax,phase,typecode,altitude,speed,flight_id,icao24,timestamp
2022-01-26 20:38:07+00:00,64.8,LANDUNG,B738,5200.0,273.0,1022,4ac98c,2022-01-26 20:38:07+00:00
2022-01-26 20:45:22+00:00,67.8,LANDUNG,B738,39000.0,451.0,1178,4bcca9,2022-01-26 20:45:22+00:00
2022-01-26 21:00:16+00:00,66.9,LANDUNG,E75L,225.0,121.0,958,485778,2022-01-26 20:59:45+00:00
2022-01-26 21:31:52+00:00,67.6,LANDUNG,A319,0.0,114.0,435,3c6585,2022-01-26 21:31:39+00:00
2022-01-27 00:11:50+00:00,66.6,LANDUNG,B738,40025.0,408.0,262,3c496e,2022-01-27 00:11:50+00:00
2022-01-27 00:20:16+00:00,68.7,LANDUNG,B738,40000.0,413.0,262,3c496e,2022-01-27 00:20:16+00:00
2022-01-27 00:28:29+00:00,63.7,LANDUNG,A20N,-25.0,116.0,11,01022e,2022-01-27 00:28:21+00:00
2022-01-27 01:11:44+00:00,70.4,LANDUNG,B738,3800.0,173.0,262,3c496e,2022-01-27 01:11:44+00:00
2022-01-27 01:18:53+00:00,65.8,LANDUNG,B738,50.0,112.0,262,3c496e,2022-01-27 01:18:12+00:00
2022-01-27 01:26:16+00:00,70.9,LANDUNG,B734,0.0,131.0,1255,4caa4f,2022-01-27 01:26:06+00:00
2022-01-27 03:12:52+00:00,65.8,LANDUNG,B738,37000.0,478.0,1338,4d232c,2022-01-27 03:12:52+00:00
2022-01-27 04:14:18+00:00,69.9,LANDUNG,B738,34200.0,467.0,23,30019c,2022-01-27 04:14:18+00:00
2022-01-27 05:12:03+00:00,67.2,LANDUNG,B738,39000.0,454.0,23,30019c,2022-01-27 05:12:03+00:00
2022-01-27 08:42:20+00:00,64.8,LANDUNG,A319,125.0,113.0,436,3c6585,2022-01-27 08:42:14+00:00
2022-01-27 08:57:27+00:00,69.1,LANDUNG,E190,175.0,132.0,970,485871,2022-01-27 08:57:16+00:00
2022-01-27 09:24:35+00:00,64.2,LANDUNG,B38M,37000.0,470.0,563,3c7438,2022-01-27 09:24:35+00:00
2022-01-27 10:37:25+00:00,66.9,LANDUNG,B738,250.0,128.0,1338,4d232c,2022-01-27 10:37:03+00:00
2022-01-27 11:27:40+00:00,64.6,LANDUNG,A320,11400.0,284.0,1072,4b906c,2022-01-27 11:27:40+00:00
2022-01-27 11:30:11+00:00,68.3,LANDUNG,B734,150.0,127.0,1255,4caa4f,2022-01-27 11:30:11+00:00
2022-01-27 11:41:27+00:00,65.2,LANDUNG,A320,150.0,123.0,1072,4b906c,2022-01-27 11:41:21+00:00
2022-01-27 13:31:52+00:00,65.2,LANDUNG,B738,35000.0,425.0,347,3c60d6,2022-01-27 13:31:52+00:00
2022-01-27 15:31:12+00:00,65.7,LANDUNG,A319,25.0,109.0,485,3c6594,2022-01-27 15:31:10+00:00
2022-01-27 17:43:58+00:00,67.1,LANDUNG,B738,175.0,136.0,257,3c4969,2022-01-27 17:43:49+00:00
2022-01-27 18:03:22+00:00,64.4,LANDUNG,E290,200.0,127.0,1046,4b028f,2022-01-27 18:03:13+00:00
2022-01-27 18:16:22+00:00,67.3,LANDUNG,E195,150.0,136.0,847,440825,2022-01-27 18:16:14+00:00
2022-01-27 19:22:44+00:00,63.5,LANDUNG,B38M,225.0,131.0,563,3c7438,2022-01-27 19:22:04+00:00
2022-01-27 20:35:04+00:00,65.5,LANDUNG,B738,40000.0,435.0,1302,4d21a4,2022-01-27 20:35:04+00:00
2022-01-27 20:51:19+00:00,67.6,LANDUNG,B738,36000.0,437.0,23,30019c,2022-01-27 20:51:19+00:00
2022-01-27 21:12:03+00:00,70.7,LANDUNG,A319,300.0,109.0,406,3c644a,2022-01-27 21:11:48+00:00
2022-01-27 21:47:42+00:00,71.7,LANDUNG,A320,200.0,115.0,519,3c66e8,2022-01-27 21:47:37+00:00
2022-01-27 22:06:40+00:00,67.1,LANDUNG,B738,36000.0,394.0,1087,4ba8d9,2022-01-27 22:06:40+00:00
2022-01-27 22:18:30+00:00,67.2,LANDUNG,B738,33525.0,455.0,347,3c60d6,2022-01-27 22:18:30+00:00
2022-01-27 22:42:43+00:00,66.5,LANDUNG,B738,5900.0,194.0,1008,4ac98b,2022-01-27 22:42:43+00:00
2022-01-27 23:05:57+00:00,68.5,LANDUNG,B738,30000.0,455.0,109,39a204,2022-01-27 23:05:57+00:00
2022-01-28 00:03:43+00:00,67.8,LANDUNG,B738,18850.0,302.0,233,3c4827,2022-01-28 00:03:43+00:00
2022-01-28 00:20:32+00:00,67.9,LANDUNG,B738,25.0,126.0,233,3c4827,2022-01-28 00:20:19+00:00
2022-01-28 00:56:21+00:00,70.9,LANDUNG,B734,-25.0,124.0,1256,4caa4f,2022-01-28 00:56:21+00:00
2022-01-28 01:07:58+00:00,70.8,LANDUNG,B738,23250.0,428.0,1088,4ba8d9,2022-01-28 01:07:58+00:00
2022-01-28 04:20:02+00:00,66.5,LANDUNG,B738,35000.0,417.0,110,39a204,2022-01-28 04:20:02+00:00
2022-01-28 04:49:32+00:00,70.0,LANDUNG,B738,-50.0,124.0,110,39a204,2022-01-28 04:49:19+00:00
2022-01-28 05:40:33+00:00,64.9,LANDUNG,A321,-150.0,127.0,813,4249ce,2022-01-28 05:40:25+00:00
2022-01-28 09:01:33+00:00,66.0,LANDUNG,A319,5875.0,226.0,889,477ff5,2022-01-28 09:01:33+00:00
2022-01-28 09:03:53+00:00,66.7,LANDUNG,E190,-225.0,116.0,971,485871,2022-01-28 09:03:53+00:00
2022-01-28 10:24:10+00:00,66.4,LANDUNG,B739,-225.0,137.0,1115,4bab27,2022-01-28 10:23:42+00:00
2022-01-28 10:40:40+00:00,65.1,LANDUNG,A319,-275.0,117.0,889,477ff5,2022-01-28 10:40:40+00:00
2022-01-28 11:01:36+00:00,66.4,LANDUNG,SU95,-175.0,135.0,20,155bc3,2022-01-28 11:01:22+00:00
2022-01-28 11:30:29+00:00,66.4,LANDUNG,A320,-200.0,112.0,513,3c66b6,2022-01-28 11:30:29+00:00
2022-01-28 11:40:22+00:00,71.0,LANDUNG,B734,-250.0,132.0,1256,4caa4f,2022-01-28 11:40:22+00:00
2022-01-28 12:09:39+00:00,64.7,LANDUNG,B738,125.0,152.0,1283,4cac62,2022-01-28 12:09:39+00:00
2022-01-28 13:24:41+00:00,64.2,LANDUNG,B738,36000.0,454.0,185,3c0caa,2022-01-28 13:24:41+00:00
2022-01-28 14:42:26+00:00,66.7,LANDUNG,A332,-175.0,124.0,890,480c44,2022-01-28 14:41:59+00:00
2022-01-28 15:48:56+00:00,65.8,LANDUNG,B738,33925.0,451.0,1217,4bcdef,2022-01-28 15:48:56+00:00
2022-01-28 15:50:58+00:00,66.0,LANDUNG,CRJ9,-75.0,127.0,304,3c4dcf,2022-01-28 15:50:25+00:00
2022-01-28 16:23:03+00:00,64.3,LANDUNG,B738,37000.0,501.0,1283,4cac62,2022-01-28 16:23:03+00:00
2022-01-28 16:25:49+00:00,64.1,LANDUNG,B738,36000.0,313.0,1339,4d232c,2022-01-28 16:25:49+00:00
2022-01-28 16:51:00+00:00,64.5,LANDUNG,A320,4125.0,260.0,869,4408b1,2022-01-28 16:51:00+00:00
2022-01-28 17:11:00+00:00,64.0,LANDUNG,CRJ9,25000.0,531.0,304,3c4dcf,2022-01-28 17:11:00+00:00
2022-01-28 17:07:00+00:00,68.4,LANDUNG,B738,2400.0,197.0,1092,4ba912,2022-01-28 17:07:00+00:00
2022-01-28 18:11:24+00:00,63.2,LANDUNG,E195,-250.0,125.0,848,440825,2022-01-28 18:11:24+00:00
2022-01-28 18:26:12+00:00,65.7,LANDUNG,E290,50.0,113.0,1029,4b028a,2022-01-28 18:25:39+00:00
2022-01-28 20:51:23+00:00,64.4,LANDUNG,B738,40000.0,424.0,1168,4bcc52,2022-01-28 20:51:23+00:00
2022-01-28 20:59:38+00:00,65.3,LANDUNG,B738,38000.0,361.0,233,3c4827,2022-01-28 20:59:38+00:00
2022-01-28 21:03:02+00:00,68.6,LANDUNG,A319,25.0,118.0,437,3c6585,2022-01-28 21:02:45+00:00
2022-01-28 21:09:49+00:00,64.4,LANDUNG,B38M,-25.0,139.0,564,3c7438,2022-01-28 21:09:22+00:00
2022-01-28 21:56:48+00:00,64.1,LANDUNG,A319,-100.0,111.0,414,3c6581,2022-01-28 21:56:19+00:00
2022-01-28 22:32:43+00:00,64.0,LANDUNG,B738,23600.0,354.0,1168,4bcc52,2022-01-28 22:32:43+00:00
2022-01-28 22:55:25+00:00,65.9,LANDUNG,B738,-50.0,130.0,1168,4bcc52,2022-01-28 22:55:04+00:00
2022-01-29 00:00:05+00:00,69.5,LANDUNG,B738,28000.0,386.0,157,3c0ca3,2022-01-29 00:00:05+00:00
2022-01-29 00:41:11+00:00,72.6,LANDUNG,B738,100.0,128.0,157,3c0ca3,2022-01-29 00:40:48+00:00
2022-01-29 01:08:37+00:00,69.4,LANDUNG,B734,-50.0,128.0,1257,4caa4f,2022-01-29 01:08:29+00:00
2022-01-29 07:23:14+00:00,71.5,LANDUNG,A320,36000.0,375.0,18,02a1b4,2022-01-29 07:23:14+00:00
2022-01-29 07:58:42+00:00,70.4,LANDUNG,E195,250.0,121.0,851,440827,2022-01-29 07:58:27+00:00
2022-01-29 08:20:15+00:00,71.1,LANDUNG,A320,150.0,118.0,18,02a1b4,2022-01-29 08:19:38+00:00
2022-01-29 09:00:21+00:00,72.3,LANDUNG,E190,200.0,105.0,900,484b31,2022-01-29 09:00:15+00:00
2022-01-29 09:02:52+00:00,71.6,LANDUNG,A319,75.0,107.0,381,3c6444,2022-01-29 09:02:52+00:00
2022-01-29 11:27:26+00:00,74.0,LANDUNG,B734,425.0,129.0,1257,4caa4f,2022-01-29 11:26:57+00:00
2022-01-29 11:35:25+00:00,69.4,LANDUNG,A320,200.0,123.0,534,3c6747,2022-01-29 11:35:24+00:00
2022-01-29 13:04:58+00:00,71.7,LANDUNG,A319,300.0,102.0,451,3c6589,2022-01-29 13:04:46+00:00
2022-01-29 17:57:17+00:00,69.0,LANDUNG,B738,3325.0,170.0,1229,4ca814,2022-01-29 17:57:17+00:00
2022-01-29 20:10:15+00:00,74.4,LANDUNG,A400,275.0,110.0,786,3f6f02,2022-01-29 20:09:59+00:00
2022-01-29 21:02:45+00:00,69.6,LANDUNG,E75L,450.0,119.0,920,4852f5,2022-01-29 21:02:24+00:00
2022-01-29 21:21:21+00:00,65.6,LANDUNG,B38M,225.0,126.0,565,3c7438,2022-01-29 21:20:46+00:00
2022-01-29 22:13:17+00:00,66.4,LANDUNG,A321,175.0,133.0,410,3c648f,2022-01-29 22:12:43+00:00
2022-01-29 22:19:06+00:00,67.8,LANDUNG,B738,38000.0,445.0,234,3c4827,2022-01-29 22:19:06+00:00
2022-01-29 23:21:07+00:00,67.4,LANDUNG,B738,2450.0,127.0,1164,4bcc50,2022-01-29 23:21:07+00:00
2022-01-29 23:24:36+00:00,69.2,LANDUNG,B738,13750.0,355.0,234,3c4827,2022-01-29 23:24:36+00:00
2022-01-29 23:40:29+00:00,66.7,LANDUNG,B738,225.0,126.0,234,3c4827,2022-01-29 23:40:14+00:00
2022-01-30 01:17:57+00:00,69.8,LANDUNG,B734,125.0,126.0,1258,4caa4f,2022-01-30 01:17:57+00:00
2022-01-30 07:56:57+00:00,64.1,LANDUNG,A321,2600.0,148.0,411,3c648f,2022-01-30 07:56:57+00:00
2022-01-30 09:02:26+00:00,64.0,LANDUNG,CRJ9,125.0,127.0,278,3c4dc2,2022-01-30 09:02:16+00:00
2022-01-30 09:11:09+00:00,68.2,LANDUNG,E190,34550.0,428.0,59,39856e,2022-01-30 09:11:09+00:00
2022-01-30 09:21:48+00:00,68.7,LANDUNG,C560,125.0,97.0,594,3cc187,2022-01-30 09:21:12+00:00
2022-01-30 09:39:27+00:00,67.4,LANDUNG,E190,0.0,119.0,59,39856e,2022-01-30 09:39:21+00:00
2022-01-30 09:58:51+00:00,67.8,LANDUNG,B738,37000.0,428.0,158,3c0ca3,2022-01-30 09:58:51+00:00
2022-01-30 10:54:00+00:00,67.3,LANDUNG,B738,37000.0,385.0,1341,4d232c,2022-01-30 10:54:00+00:00
2022-01-30 10:59:57+00:00,64.3,LANDUNG,B38M,32800.0,430.0,566,3c7438,2022-01-30 10:59:57+00:00
2022-01-30 11:27:59+00:00,64.9,LANDUNG,A320,-50.0,120.0,516,3c66e5,2022-01-30 11:27:59+00:00
2022-01-30 11:29:55+00:00,70.2,LANDUNG,B734,20975.0,138.0,1258,4caa4f,2022-01-30 11:29:55+00:00
2022-01-30 12:43:04+00:00,68.2,LANDUNG,B738,28100.0,432.0,260,3c4969,2022-01-30 12:43:04+00:00
2022-01-30 13:11:24+00:00,65.1,LANDUNG,A319,25.0,117.0,447,3c6588,2022-01-30 13:11:21+00:00
2022-01-30 13:38:22+00:00,66.3,LANDUNG,B738,36975.0,412.0,1305,4d21a4,2022-01-30 13:38:22+00:00
2022-01-30 14:53:28+00:00,64.1,LANDUNG,B38M,39000.0,505.0,1129,4bb069,2022-01-30 14:53:28+00:00
2022-01-30 16:13:59+00:00,67.1,LANDUNG,B738,39000.0,426.0,1285,4cac62,2022-01-30 16:13:59+00:00
2022-01-30 16:16:30+00:00,68.0,LANDUNG,A320,-100.0,124.0,876,440953,2022-01-30 16:16:27+00:00
2022-01-30 17:16:50+00:00,64.2,LANDUNG,B738,28475.0,463.0,1341,4d232c,2022-01-30 17:16:50+00:00
2022-01-30 17:37:36+00:00,66.1,LANDUNG,B738,0.0,131.0,1341,4d232c,2022-01-30 17:37:32+00:00
2022-01-30 18:34:02+00:00,64.6,LANDUNG,E195,-25.0,127.0,863,44082c,2022-01-30 18:34:02+00:00
2022-01-30 21:06:14+00:00,65.4,LANDUNG,E170,75.0,117.0,67,3986e1,2022-01-30 21:05:48+00:00
2022-01-30 21:58:13+00:00,63.3,LANDUNG,B38M,150.0,135.0,566,3c7438,2022-01-30 21:57:33+00:00
2022-01-30 22:01:31+00:00,65.3,LANDUNG,B738,36000.0,517.0,260,3c4969,2022-01-30 22:01:31+00:00
2022-01-30 22:11:01+00:00,64.6,LANDUNG,A319,75.0,122.0,375,3c6442,2022-01-30 22:10:41+00:00
2022-01-30 22:33:31+00:00,66.8,LANDUNG,B738,225.0,140.0,260,3c4969,2022-01-30 22:33:15+00:00
2022-01-31 01:10:46+00:00,68.8,LANDUNG,B734,175.0,130.0,1259,4caa4f,2022-01-31 01:10:46+00:00
2022-01-31 04:30:29+00:00,67.7,LANDUNG,B763,475.0,136.0,1374,507c45,2022-01-31 04:30:18+00:00
2022-01-31 08:00:19+00:00,65.2,LANDUNG,E195,525.0,126.0,864,44082c,2022-01-31 08:00:19+00:00
2022-01-31 08:53:41+00:00,65.0,LANDUNG,A320,475.0,121.0,506,3c66a2,2022-01-31 08:53:41+00:00
2022-01-31 09:17:33+00:00,68.0,LANDUNG,B738,36000.0,480.0,199,3c0cb2,2022-01-31 09:17:33+00:00
2022-01-31 11:04:52+00:00,65.8,LANDUNG,SU95,550.0,132.0,22,155bd2,2022-01-31 11:04:28+00:00
2022-01-31 11:32:10+00:00,65.5,LANDUNG,A320,550.0,119.0,535,3c674d,2022-01-31 11:32:10+00:00
2022-01-31 11:49:48+00:00,67.0,LANDUNG,B734,525.0,135.0,1259,4caa4f,2022-01-31 11:49:48+00:00
2022-01-31 12:19:40+00:00,64.1,LANDUNG,A321,36025.0,418.0,815,43beb6,2022-01-31 12:19:40+00:00
2022-01-31 13:22:17+00:00,64.9,LANDUNG,A319,400.0,112.0,388,3c6447,2022-01-31 13:22:08+00:00
2022-01-31 13:30:14+00:00,63.3,LANDUNG,B738,38000.0,432.0,1342,4d232c,2022-01-31 13:30:14+00:00
2022-01-31 14:45:17+00:00,64.6,LANDUNG,B38M,38000.0,396.0,1120,4bb061,2022-01-31 14:45:17+00:00
2022-01-31 16:17:23+00:00,65.5,LANDUNG,B38M,37000.0,494.0,1209,4bcde9,2022-01-31 16:17:23+00:00
2022-01-31 16:47:50+00:00,64.6,LANDUNG,E190,475.0,127.0,60,398570,2022-01-31 16:47:40+00:00
2022-01-31 16:57:09+00:00,64.6,LANDUNG,B738,6575.0,248.0,1342,4d232c,2022-01-31 16:57:09+00:00
2022-01-31 17:04:54+00:00,67.9,LANDUNG,B738,36000.0,375.0,199,3c0cb2,2022-01-31 17:04:54+00:00
2022-01-31 17:14:47+00:00,66.1,LANDUNG,A319,250.0,126.0,486,3c6594,2022-01-31 17:14:45+00:00
2022-01-31 17:31:16+00:00,65.1,LANDUNG,B738,38000.0,356.0,199,3c0cb2,2022-01-31 17:31:16+00:00
2022-01-31 19:03:59+00:00,66.4,LANDUNG,B738,36000.0,415.0,167,3c0ca6,2022-01-31 19:03:59+00:00
2022-01-31 19:46:15+00:00,69.0,LANDUNG,A319,475.0,112.0,382,3c6445,2022-01-31 19:45:54+00:00
2022-01-31 20:35:53+00:00,68.6,LANDUNG,B738,36000.0,374.0,167,3c0ca6,2022-01-31 20:35:53+00:00
2022-01-31 21:03:37+00:00,66.8,LANDUNG,B738,36000.0,359.0,167,3c0ca6,2022-01-31 21:03:37+00:00
2022-01-31 21:54:37+00:00,63.5,LANDUNG,B38M,325.0,132.0,567,3c7438,2022-01-31 21:54:31+00:00
2022-01-01 03:34:24+00:00,68.9,LANDUNG,B738,1525.0,133.0,1084,4ba8d2,2022-01-01 03:34:24+00:00
2022-01-01 09:02:57+00:00,68.6,LANDUNG,E75L,-50.0,107.0,929,4853f4,2022-01-01 09:02:57+00:00
2022-01-01 09:25:15+00:00,68.3,LANDUNG,A320,36000.0,410.0,236,3c490e,2022-01-01 09:25:15+00:00
2022-01-01 10:01:32+00:00,69.4,LANDUNG,A320,38975.0,463.0,14,02a1af,2022-01-01 10:01:32+00:00
2022-01-01 11:44:09+00:00,68.5,LANDUNG,B738,39000.0,407.0,168,3c0caa,2022-01-01 11:44:09+00:00
2022-01-01 15:49:44+00:00,68.5,LANDUNG,A321,-75.0,141.0,1099,4baa73,2022-01-01 15:49:44+00:00
2022-01-01 16:20:16+00:00,67.5,LANDUNG,B738,36000.0,386.0,1180,4bccb0,2022-01-01 16:20:16+00:00
2022-01-01 16:34:49+00:00,69.7,LANDUNG,A319,1100.0,122.0,492,3c6597,2022-01-01 16:34:49+00:00
2022-01-01 17:52:13+00:00,68.3,LANDUNG,B738,39000.0,512.0,1313,4d232c,2022-01-01 17:52:13+00:00
2022-01-01 22:41:30+00:00,68.8,LANDUNG,B738,32075.0,365.0,1079,4ba8cf,2022-01-01 22:41:30+00:00
2022-01-01 23:09:49+00:00,69.4,LANDUNG,B738,32525.0,500.0,349,3c618b,2022-01-01 23:09:49+00:00
2022-01-01 23:33:07+00:00,70.4,LANDUNG,B738,38000.0,401.0,1343,4d2352,2022-01-01 23:33:07+00:00
2022-01-02 00:27:05+00:00,67.9,LANDUNG,B738,38000.0,378.0,1314,4d232c,2022-01-02 00:27:05+00:00
2022-01-02 01:12:18+00:00,70.1,LANDUNG,B738,20700.0,435.0,1080,4ba8cf,2022-01-02 01:12:18+00:00
2022-01-02 02:49:19+00:00,66.7,LANDUNG,A20N,50.0,126.0,7,01022e,2022-01-02 02:49:19+00:00
2022-01-02 09:20:17+00:00,70.1,LANDUNG,B739,325.0,154.0,1112,4bab22,2022-01-02 09:20:09+00:00
2022-01-02 09:42:01+00:00,69.5,LANDUNG,A321,325.0,141.0,369,3c6429,2022-01-02 09:41:46+00:00
2022-01-02 10:50:21+00:00,69.9,LANDUNG,B738,38025.0,535.0,241,3c4969,2022-01-02 10:50:21+00:00
2022-01-02 11:43:04+00:00,68.4,LANDUNG,A319,39000.0,395.0,827,440417,2022-01-02 11:43:04+00:00
2022-01-02 11:51:47+00:00,68.2,LANDUNG,A20N,450.0,125.0,1144,4bb850,2022-01-02 11:51:39+00:00
2022-01-02 12:08:16+00:00,72.2,LANDUNG,B738,2225.0,127.0,241,3c4969,2022-01-02 12:08:16+00:00
2022-01-02 12:10:47+00:00,72.0,LANDUNG,B738,36000.0,414.0,1222,4bce06,2022-01-02 12:10:47+00:00
2022-01-02 12:40:02+00:00,67.2,LANDUNG,C560,475.0,112.0,575,3cc187,2022-01-02 12:39:40+00:00
2022-01-02 14:47:55+00:00,70.5,LANDUNG,B738,36000.0,452.0,116,3c0a02,2022-01-02 14:47:55+00:00
2022-01-02 15:43:21+00:00,72.1,LANDUNG,A321,275.0,133.0,1095,4baa50,2022-01-02 15:43:21+00:00
2022-01-02 15:57:08+00:00,69.4,LANDUNG,A320,250.0,124.0,877,440958,2022-01-02 15:57:08+00:00
2022-01-02 16:06:39+00:00,68.4,LANDUNG,E190,300.0,120.0,49,398568,2022-01-02 16:06:39+00:00
2022-01-02 16:31:41+00:00,70.2,LANDUNG,E190,350.0,109.0,901,484cc2,2022-01-02 16:31:23+00:00
2022-01-02 17:13:35+00:00,68.4,LANDUNG,CRJ9,450.0,128.0,309,3c4dd6,2022-01-02 17:13:27+00:00
2022-01-02 17:36:18+00:00,68.2,LANDUNG,BCS3,400.0,123.0,1058,4b17fd,2022-01-02 17:36:04+00:00
2022-01-02 17:37:59+00:00,70.7,LANDUNG,A321,275.0,144.0,369,3c6429,2022-01-02 17:37:59+00:00
2022-01-02 17:40:42+00:00,70.8,LANDUNG,B738,39000.0,439.0,221,3c4827,2022-01-02 17:40:42+00:00
2022-01-02 21:47:51+00:00,68.0,LANDUNG,B38M,36000.0,418.0,1205,4bcde9,2022-01-02 21:47:51+00:00
2022-01-02 21:57:33+00:00,69.8,LANDUNG,A320,475.0,138.0,508,3c66b5,2022-01-02 21:57:12+00:00
2022-01-02 22:09:12+00:00,68.9,LANDUNG,B738,36000.0,373.0,1073,4ba8ce,2022-01-02 22:09:12+00:00
2022-01-02 23:39:16+00:00,68.5,LANDUNG,B738,38000.0,538.0,221,3c4827,2022-01-02 23:39:16+00:00
2022-01-03 00:43:12+00:00,70.4,LANDUNG,B38M,475.0,138.0,1206,4bcde9,2022-01-03 00:42:59+00:00
2022-01-03 00:47:51+00:00,71.5,LANDUNG,B738,38000.0,400.0,1219,4bce03,2022-01-03 00:47:51+00:00
2022-01-03 02:45:51+00:00,70.5,LANDUNG,B738,39000.0,476.0,1074,4ba8ce,2022-01-03 02:45:51+00:00
2022-01-03 07:01:02+00:00,68.9,LANDUNG,A319,425.0,111.0,493,3c6597,2022-01-03 07:00:42+00:00
2022-01-03 07:32:01+00:00,69.6,LANDUNG,BCS1,425.0,109.0,1055,4b17e4,2022-01-03 07:31:57+00:00
2022-01-03 09:36:15+00:00,70.5,LANDUNG,B738,35000.0,443.0,117,3c0a02,2022-01-03 09:36:15+00:00
2022-01-03 10:40:45+00:00,70.7,LANDUNG,A320,300.0,120.0,804,424576,2022-01-03 10:40:45+00:00
2022-01-03 11:11:34+00:00,69.0,LANDUNG,B738,39000.0,449.0,42,346107,2022-01-03 11:11:34+00:00
2022-01-03 11:35:47+00:00,75.2,LANDUNG,B734,450.0,127.0,1232,4caa4f,2022-01-03 11:35:39+00:00
2022-01-03 11:55:56+00:00,67.9,LANDUNG,A20N,450.0,117.0,1142,4bb84c,2022-01-03 11:55:47+00:00
2022-01-03 12:01:22+00:00,72.6,LANDUNG,C17,400.0,112.0,816,43c173,2022-01-03 12:01:22+00:00
2022-01-03 14:59:57+00:00,68.3,LANDUNG,B738,36000.0,509.0,1345,4d2352,2022-01-03 14:59:57+00:00
2022-01-03 15:34:33+00:00,74.0,LANDUNG,B734,575.0,118.0,1225,4ca7fa,2022-01-03 15:34:12+00:00
2022-01-03 15:54:40+00:00,71.0,LANDUNG,A321,400.0,136.0,1097,4baa5a,2022-01-03 15:54:23+00:00
2022-01-03 16:23:46+00:00,70.7,LANDUNG,B738,25050.0,473.0,1345,4d2352,2022-01-03 16:23:46+00:00
2022-01-03 17:16:08+00:00,69.5,LANDUNG,A319,350.0,123.0,370,3c6442,2022-01-03 17:15:53+00:00
2022-01-03 17:40:59+00:00,67.5,LANDUNG,B738,33000.0,475.0,42,346107,2022-01-03 17:40:59+00:00
2022-01-03 18:21:44+00:00,67.7,LANDUNG,E195,475.0,135.0,832,44081d,2022-01-03 18:21:44+00:00
2022-01-03 19:06:22+00:00,67.6,LANDUNG,A320,500.0,130.0,34,344693,2022-01-03 19:06:22+00:00
2022-01-03 20:48:49+00:00,68.2,LANDUNG,B738,36000.0,500.0,159,3c0ca5,2022-01-03 20:48:49+00:00
2022-01-03 21:09:35+00:00,67.0,LANDUNG,A319,525.0,120.0,396,3c6449,2022-01-03 21:09:31+00:00
2022-01-03 21:12:42+00:00,70.4,LANDUNG,B738,36000.0,499.0,159,3c0ca5,2022-01-03 21:12:42+00:00
2022-01-03 21:16:11+00:00,70.3,LANDUNG,B38M,575.0,128.0,540,3c7438,2022-01-03 21:15:50+00:00
2022-01-03 21:44:42+00:00,68.6,LANDUNG,B738,36000.0,315.0,1315,4d232c,2022-01-03 21:44:42+00:00
2022-01-03 22:17:17+00:00,68.0,LANDUNG,A319,625.0,118.0,378,3c6443,2022-01-03 22:16:50+00:00
2022-01-04 00:19:07+00:00,69.6,LANDUNG,B738,550.0,144.0,326,3c60d6,2022-01-04 00:19:07+00:00
2022-01-04 01:38:41+00:00,67.0,LANDUNG,A20N,575.0,132.0,13,01022f,2022-01-04 01:38:41+00:00
2022-01-04 03:51:22+00:00,68.9,LANDUNG,B738,31025.0,515.0,97,39a204,2022-01-04 03:51:22+00:00
2022-01-04 04:09:59+00:00,69.3,LANDUNG,B738,37000.0,537.0,1346,4d2352,2022-01-04 04:09:59+00:00
2022-01-04 10:57:22+00:00,70.4,LANDUNG,B738,8550.0,255.0,798,4243a1,2022-01-04 10:57:22+00:00
2022-01-04 11:24:33+00:00,70.7,LANDUNG,B734,825.0,138.0,1226,4ca7fa,2022-01-04 11:24:28+00:00
2022-01-04 11:40:27+00:00,68.9,LANDUNG,B38M,800.0,142.0,1187,4bcda1,2022-01-04 11:40:19+00:00
2022-01-04 11:59:04+00:00,66.9,LANDUNG,A20N,850.0,128.0,1147,4bb85a,2022-01-04 11:58:56+00:00
2022-01-04 12:18:28+00:00,70.6,LANDUNG,B738,39000.0,439.0,129,3c0ca2,2022-01-04 12:18:28+00:00
2022-01-04 13:17:50+00:00,69.6,LANDUNG,B738,19525.0,355.0,1090,4ba912,2022-01-04 13:17:50+00:00
2022-01-04 13:52:11+00:00,69.9,LANDUNG,B738,37000.0,342.0,1306,4d229d,2022-01-04 13:52:11+00:00
2022-01-04 16:12:26+00:00,68.1,LANDUNG,B738,37000.0,361.0,1261,4cac62,2022-01-04 16:12:26+00:00
2022-01-04 16:29:30+00:00,68.8,LANDUNG,E190,725.0,122.0,53,39856c,2022-01-04 16:29:30+00:00
2022-01-04 16:44:02+00:00,67.4,LANDUNG,A320,675.0,130.0,878,440958,2022-01-04 16:43:55+00:00
2022-01-04 18:16:56+00:00,66.9,LANDUNG,B738,775.0,138.0,129,3c0ca2,2022-01-04 18:16:56+00:00
2022-01-04 19:06:11+00:00,69.2,LANDUNG,B752,675.0,130.0,803,42444f,2022-01-04 19:06:11+00:00
2022-01-04 20:19:56+00:00,67.8,LANDUNG,B738,18000.0,318.0,97,39a204,2022-01-04 20:19:56+00:00
2022-01-04 20:41:10+00:00,69.0,LANDUNG,B738,36000.0,427.0,203,3c0d02,2022-01-04 20:41:10+00:00
2022-01-04 20:43:42+00:00,68.0,LANDUNG,B738,36000.0,393.0,1160,4bcc50,2022-01-04 20:43:42+00:00
2022-01-04 21:05:12+00:00,68.4,LANDUNG,B738,675.0,124.0,1000,4ac98b,2022-01-04 21:05:12+00:00
